segment,segment_start,segment_end,asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,fusion,18,0.6111111111111112,0.5875,0.0167536657966533,0.0289074074429882,0.8888888888888888,0.044566009032357,0.0461671762781501,0.0222830045161785,2.660075088835738
2020_2021,2020-01-01,2021-12-31,SPY_ret,regression,fusion_case,18,0.5555555555555556,0.55,0.0172908302673781,0.029215759610223,0.7777777777777778,0.0450763486222717,0.0478737018475317,0.0225381743111358,2.6069510789956296
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,baseline,18,0.6111111111111112,0.4846153846153846,0.0054085250757763,0.0091157146374006,0.9444444444444444,0.024653171551431,0.0246773840417153,0.0123265857757155,4.558206018466537
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,shock_main,18,0.5555555555555556,0.3846153846153846,0.0054478103643513,0.0080777704012404,0.9444444444444444,0.023339311808081,0.0232872913037181,0.0116696559040405,4.284163773542033
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,shock_interactions,18,0.5555555555555556,0.3846153846153846,0.0051540965119233,0.0082795450932307,0.9444444444444444,0.0230769667341761,0.0231615269603834,0.011538483367088,4.477402912574572
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,rag_memory,18,0.3888888888888889,0.2692307692307692,0.0058985067187736,0.0089639464627609,0.9444444444444444,0.0253915001311998,0.025596187941617,0.0126957500655999,4.304733611709582
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,shock_rag,18,0.5555555555555556,0.3846153846153846,0.0055026335840625,0.0083402113507869,0.9444444444444444,0.0253234828468403,0.025476160065558,0.0126617414234201,4.6020659853103325
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,case_model,18,0.6111111111111112,0.4846153846153846,0.0060727811932134,0.0091274634072031,0.9444444444444444,0.0257695993742636,0.0262368380549691,0.0128847996871318,4.243459224755521
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,fusion,18,0.6111111111111112,0.4846153846153846,0.0050179542373545,0.0093255875561674,0.9444444444444444,0.0236336868230867,0.0236069967801707,0.0118168434115433,4.709825101064813
2020_2021,2020-01-01,2021-12-31,UUP_ret,regression,fusion_case,18,0.6111111111111112,0.4230769230769231,0.0054264517004665,0.0094684726743715,0.9444444444444444,0.0228596548536005,0.0232423903711027,0.0114298274268002,4.212633985415375
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,baseline,34,0.5588235294117647,0.4964285714285714,0.0116707634618468,0.0146606376680502,0.9117647058823528,0.0481693296696134,0.0475220830891271,0.0240846648348067,4.127350350907632
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,shock_main,34,0.6176470588235294,0.5464285714285714,0.0101373513470559,0.0132867578415328,0.8823529411764706,0.0478467861072912,0.0475220830891271,0.0239233930536456,4.719850823872912
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,shock_interactions,34,0.5294117647058824,0.4821428571428571,0.0115879771317437,0.0147340907478051,0.8529411764705882,0.0485362093154855,0.0450742569794885,0.0242681046577427,4.1884971607794235
